CrimeDate,CrimeCode,Description,Weapon,District,Neighbourhood,Longtitude,Latitude,Impact,Intensity
2013,6D,LARCENY FROM AUTO,Other,SOUTHEASTERN,Morrell Park,-76.65868,39.26444,0.237,314
2013,7,AUTO THEFT,Other,WESTERN,Mosher,-76.66336,39.29871,0.235,124
2013,6,Larceny,Other,SOUTHWESTERN,Mount Holly,-76.67613,39.3115,0.217,115
2013,6D,LARCENY FROM AUTO,Other,CENTRAL,Mount Vernon,-76.6157,39.29963,0.41,509
2013,6D,LARCENY FROM AUTO,Other,Northern,Mount Washington,-76.66598,39.35771,0.428,115
2013,6,Larceny,HANDS,SOUTHERN,Mount Winans,-76.64346,39.26344,0.33,54
2013,7,AUTO THEFT,Other,NORTHEASTERN,New Northwood,-76.59495,39.34767,0.228,205
2013,4,COMMON ASSAULT,FIRE ARM,SOUTHERN,New Southwest/Mount Clare,-76.64152,39.28517,0.239,251
2013,5A,BURGLARY,HANDS,NORTHEASTERN,North Harford Road,-76.53802,39.35834,0.236,241
2013,5A,BURGLARY,Other,Northern,North Roland Park/Poplar,-76.63961,39.36873,0.363,52
2013,4,COMMON ASSAULT,KNIFE,SOUTHWESTERN,Northwest Community Actio,-76.66749,39.30757,0.193,97
2013,4,COMMON ASSAULT,HANDS,SOUTHEASTERN,O'Donnell Heights,-76.54254,39.27659,0.418,43
2013,6D,LARCENY FROM AUTO,Other,Northern,Oakenshawe,-76.60949,39.33041,0.258,75
2013,6,Larceny,Other,Northern,Old Goucher,-76.61816,39.31544,0.465,128
2013,4,COMMON ASSAULT,HANDS,EASTERN,Oldtown,-76.605,39.29904,0.253,253
2013,4,COMMON ASSAULT,HANDS,EASTERN,Oliver,-76.59606,39.30989,0.242,425
2013,6,Larceny,Other,EASTERN,Orangeville,-76.56683,39.29942,0.288,66
2013,6,Larceny,Other,EASTERN,Orangeville Industrial Ar,-76.57113,39.31375,0.557,43
2013,5A,BURGLARY,HANDS,NORTHEASTERN,Orchard Ridge,-76.56233,39.30897,0.6239,118
2013,6,Larceny,Other,NORTHEASTERN,Original Northwood,-76.59762,39.34337,0.39,75
2013,6,LARCENY  ,Other,SOUTHERN,Otterbein,-76.61469,39.28398,0.3411,94
2013,7,AUTO THEFT,Other,WESTERN,Panway/Braddish Avenue,-76.66544,39.3124,0.2542,67
2013,5A,BURGLARY,Other,NORTHWESTREN,Park Circle,-76.66035,39.32906,0.2022,226
2013,5A,BURGLARY,Other,Northern,Parklane,-76.65953,39.34178,0.214,117
2013,7,AUTO THEFT,Other,NORTHEASTERN,Parkside,-76.56038,39.32371,0.245,122
2013,4,COMMON ASSAULT,Other,WESTERN,Parkview/Woodbrook,-76.64716,39.31544,0.2753,134
2013,6,BURGLARY,Other,SOUTHEASTERN,Patterson Park Neighborho,-76.57537,39.29223,0.222,638
2013,6,LARCENY FROM AUTO,Other,SOUTHEASTERN,Patterson Place,-76.584,39.29262,0.237,158
2013,4,COMMON ASSAULT,FIRE ARM,Northern,Pen Lucy,-76.60744,39.33963,0.259,174
2013,4,COMMON ASSAULT,HANDS,WESTERN,Penn North,-76.63808,39.31095,0.225,256
2013,6D,LARCENY FROM AUTO,Other,EASTERN,Penn-Fallsway,-76.6077,39.29788,0.4809,177
2013,4,COMMON ASSAULT,FIRE ARM,WESTERN,Penrose/Fayette Street Ou,-76.65433,39.28828,0.1979,364
2013,4,COMMON ASSAULT,Other,SOUTHEASTERN,Perkins Homes,-76.59819,39.28831,0.266,149
2013,6,LARCENY  ,Other,NORTHEASTERN,Perring Loch,-76.58286,39.35175,0.2014,139
2013,6,Larceny,Other,NORTHWESTREN,Pimlico Good Neighbors,-76.67985,39.35378,0.3253,86
2013,6,Larceny,Other,WESTERN,Poppleton,-76.6326,39.28997,0.2143,315
2013,6,Larceny,Other,SOUTHERN,Port Covington,-76.6088,39.25945,0.8914,73
2013,6,Larceny,Other,SOUTHEASTERN,Pulaski Industrial Area,-76.5405,39.2854,0.576,316
2013,5A,BURGLARY,Other,NORTHEASTERN,Ramblewood,-76.59348,39.36619,0.2244,79
2013,6,Larceny,Other,NORTHWESTREN,Reisterstown Station,-76.7,39.35256,0.404,400
2013,6,Larceny,Other,Northern,Remington,-76.62302,39.32307,0.2432,169
2013,6,Larceny,HANDS,CENTRAL,Reservoir Hill,-76.63365,39.31367,0.1926,435
2013,6A,LARCENY FROM AUTO,Other,SOUTHERN,Ridgely's Delight,-76.62377,39.28247,0.2836,78
2013,6A,LARCENY FROM AUTO,Other,SOUTHERN,Riverside,-76.60648,39.27036,0.348,330
2013,6,Larceny,Other,SOUTHWESTERN,Rognel Heights,-76.68881,39.29661,0.2571,137
2013,6A,LARCENY FROM AUTO,Other,Northern,Roland Park,-76.63554,39.34451,0.341,130
2013,5A,BURGLARY,HANDS,SOUTHWESTERN,Rosemont,-76.66678,39.30471,0.243,203
2013,5A,BURGLARY,Other,NORTHEASTERN,Rosemont East,-76.53587,39.35433,0.32,119
2013,6,Larceny,Other,WESTERN,Rosemont Homeowners/Tenan,-76.65739,39.29544,0.2195,151
2013,4,COMMON ASSAULT,FIRE ARM,SOUTHWESTERN,Saint Agnes,-76.67573,39.27243,0.23,25
2013,4,COMMON ASSAULT,FIRE ARM,SOUTHEASTERN,Saint Helena,-76.53182,39.26147,0.328,28
2013,5A,BURGLARY,Other,SOUTHWESTERN,Saint Josephs,-76.67313,39.28544,0.278,111
2013,6,Larceny,Other,SOUTHERN,Saint Paul,-76.64394,39.26667,0.334,15
2013,4,COMMON ASSAULT,FIRE ARM,WESTERN,Sandtown-Winchester,-76.64628,39.30551,0.2358,717
2013,6,Larceny,Other,NORTHWESTREN,Seton Business Park,-76.70776,39.34329,0.748,120
2013,6D,LARCENY FROM AUTO,Other,CENTRAL,Seton Hill,-76.62217,39.29573,0.2371,158
2013,6D,LARCENY FROM AUTO,Other,SOUTHERN,Sharp-Leadenhall,-76.61974,39.27614,0.262,80
2013,6,Larceny,Other,SOUTHWESTERN,Shipley Hill,-76.65607,39.28664,0.184,177
2013,6D,LARCENY FROM AUTO,Other,SOUTHERN,South Baltimore,-76.61321,39.2723,0.3136,175
2013,6,Larceny,HANDS,EASTERN,South Clifton Park,-76.59179,39.31263,0.231,108
2013,6,Larceny,Other,SOUTHERN,Stadium Area,-76.6197,39.28523,0.45,83
2013,4,COMMON ASSAULT,FIRE ARM,NORTHEASTERN,Stonewood-Pentwood-Winsto,-76.58846,39.34808,0.209,43
2013,5A,BURGLARY,Other,SOUTHWESTERN,Ten Hills,-76.70255,39.29215,0.336,53
2013,4A,AGG ASSAULT,Other,NORTHWESTREN,Towanda-Grantley,-76.66421,39.3338,0.209,116
2013,7,AUTO THEFT,Other,SOUTHWESTERN,Tremont,-76.69312,39.28284,0.213,33
2013,6D,LARCENY FROM AUTO,Other,Northern,Tuscany-Canterbury,-76.61807,39.33385,0.545,70
2013,5A,BURGLARY,KNIFE,SOUTHERN,Union Square,-76.63974,39.28596,0.243,173
2013,6,LARCENY ,Other,CENTRAL,University Of Maryland,-76.62384,39.29182,0.321,109
2013,5A,BURGLARY,Other,SOUTHWESTERN,Uplands,-76.69199,39.29015,0.2459,94
2013,6,LARCENY ,Other,SOUTHEASTERN,Upper Fells Point,-76.58448,39.28784,0.271,267
2013,4,COMMON ASSAULT,KNIFE,CENTRAL,Upton,-76.6284,39.2988,0.2453,510
2013,6,Larceny,Other,SOUTHWESTERN,Violetville,-76.67246,39.26155,0.2781,150
2013,5A,BURGLARY,HANDS,SOUTHWESTERN,Wakefield,-76.70194,39.30966,0.2129,80
2013,6,Larceny,HANDS,SOUTHWESTERN,Walbrook,-76.66952,39.30906,0.173,152
2013,5A,BURGLARY,Other,NORTHEASTERN,Waltherson,-76.55565,39.34076,0.3277,357
2013,6,LARCENY ,Other,SOUTHEASTERN,Washington Hill,-76.59487,39.29156,0.294,344
2013,6,Larceny,Other,SOUTHERN,Washington Village/Pigtow,-76.63007,39.28188,0.2873,605
2013,5A,BURGLARY,Other,Northern,Waverly,-76.60364,39.33101,0.2349,192
2013,5A,BURGLARY,Other,NORTHWESTREN,West Arlington,-76.69322,39.33866,0.21,119
2013,5A,BURGLARY,Other,NORTHWESTREN,West Forest Park,-76.69285,39.32178,0.34,115
2013,7,AUTO THEFT,Other,SOUTHWESTERN,West Hills,-76.69727,39.30131,0.33,66
2013,5A,BURGLARY,Other,NORTHEASTERN,Westfield,-76.55474,39.3587,0.2243,174
2013,4,COMMON ASSAULT,Other,SOUTHWESTERN,Westgate,-76.70795,39.28572,0.3325,113
2014,6,Larceny,Other,Northern,Abell,-76.61216,39.32474,0.239,148
2014,5A,BURGLARY,Other,SOUTHWESTERN,Allendale,-76.68934,39.29314,0.27,209
2014,6D,LARCENY FROM AUTO,HANDS,NORTHEASTERN,Arcadia,-76.56532,39.3294,0.265,53
2014,4,COMMON ASSAULT,Other,NORTHWESTREN,Arlington,-76.6826,39.34753,0.204,172
2014,6,Larceny,Other,NORTHEASTERN,Armistead Gardens,-76.54705,39.30542,0.25,112
2014,5A,BURGLARY,Other,NORTHWESTREN,Ashburton,-76.67145,39.32965,0.308,183
2014,6,Larceny,Other,SOUTHEASTERN,Baltimore Highlands,-76.56751,39.2925,0.302,347
2014,6,Larceny,Other,Northern,Barclay,-76.61199,39.318,0.215,260
2014,5A,BURGLARY,KNIFE,SOUTHERN,Barre Circle,-76.62624,39.2834,0.205,34
2014,6,Larceny,Other,SOUTHEASTERN,Bayview,-76.54202,39.28999,0.27,112
2014,5A,BURGLARY,Other,SOUTHWESTERN,Beechfield,-76.70061,39.27768,0.25,160
2014,6,Larceny,Other,NORTHEASTERN,Belair-Edison,-76.56761,39.32149,0.286,1079
2014,4,COMMON ASSAULT,KNIFE,NORTHEASTERN,Belair-Parkside,-76.57179,39.32831,0.333,36
2014,6D,LARCENY FROM AUTO,Other,Northern,Bellona-Gittings,-76.6205,39.36645,0.405,17
2014,5A,BURGLARY,HANDS,NORTHEASTERN,Belvedere,-76.60937,39.36413,0.326,55
2014,4,COMMON ASSAULT,HANDS,EASTERN,Berea,-76.57562,39.30613,0.255,211
2014,6,Larceny,Other,Northern,Better Waverly,-76.60813,39.32829,0.365,345
2014,6,Larceny,Other,NORTHEASTERN,Beverly Hills,-76.56816,39.33838,0.284,39
2014,4,COMMON ASSAULT,HANDS,EASTERN,Biddle Street,-76.5762,39.30497,0.339,110
2014,6D,LARCENY FROM AUTO,Other,CENTRAL,Bolton Hill,-76.62783,39.30726,0.316,276
2014,4,COMMON ASSAULT,HANDS,SOUTHWESTERN,Boyd-Booth,-76.65039,39.28702,0.2508,60
2014,6,Larceny,Other,SOUTHEASTERN,Brewers Hill,-76.56328,39.28633,0.538,146
2014,6,Larceny,HANDS,WESTERN,Bridgeview/Greenlawn,-76.65363,39.30226,0.229,185
2014,4,COMMON ASSAULT,HANDS,EASTERN,Broadway East,-76.58409,39.30526,0.283,430
2014,6,Larceny,Other,SOUTHEASTERN,Broening Manor,-76.54163,39.27612,0.387,117
2014,4,COMMON ASSAULT,Other,SOUTHERN,Brooklyn,-76.60231,39.2388,0.219,599
2014,6,LARCENY ,Other,NORTHWESTREN,Burleith-Leighton,-76.6643,39.32192,0.187,54
2014,6D,LARCENY FROM AUTO,Other,SOUTHEASTERN,Butcher's Hill,-76.58654,39.2929,0.2514,147
2014,5A,BURGLARY,HANDS,NORTHWESTREN,Callaway-Garrison,-76.68286,39.33317,0.306,65
2014,4,COMMON ASSAULT,HANDS,Northern,Cameron Village,-76.60212,39.3547,0.234,100
2014,6,LARCENY  ,Other,SOUTHEASTERN,Canton,-76.57503,39.28589,0.256,617
2014,6,Larceny,Other,SOUTHEASTERN,Canton Industrial Area,-76.55588,39.27747,0.763,222
2014,5A,BURGLARY,Other,EASTERN,CARE,-76.58659,39.2972,0.203,197
2014,6,Larceny,Other,SOUTHERN,Carroll - Camden Industri,-76.62763,39.27438,0.415,65
2014,6,Larceny,HANDS,SOUTHERN,Carroll Park,-76.64609,39.27227,0.342,41
2014,6,Larceny,Other,NORTHEASTERN,Cedmont,-76.53094,39.3545,0.295,167
2014,6D,LARCENY FROM AUTO,Other,NORTHWESTREN,Central Forest Park,-76.69051,39.32841,0.234,101
2014,4,COMMON ASSAULT,KNIFE,NORTHWESTREN,Central Park Heights,-76.67401,39.34307,0.206,498
2014,6,Larceny,Other,Northern,Charles Village,-76.61615,39.32869,0.305,345
2014,6,Larceny,HANDS,SOUTHERN,Cherry Hill,-76.62268,39.24649,0.2073,590
2014,4,COMMON ASSAULT,Other,NORTHEASTERN,Clifton Park,-76.58713,39.31884,0.266,102
2014,5A,BURGLARY,FIRE ARM,EASTERN,Darley Park,-76.59366,39.31552,0.208,78
2014,6,LARCENY  ,Other,CENTRAL,Downtown,-76.61696,39.29408,0.328,1362
2014,6,LARCENY  ,Other,CENTRAL,Downtown West,-76.62093,39.28628,0.447,181
2014,5A,BURGLARY,FIRE ARM,CENTRAL,Druid Heights,-76.63589,39.31031,0.247,207
2014,7,AUTO THEFT,HANDS,NORTHEASTERN,East Arlington,-76.67051,39.33194,0.16,106
2014,5A,BURGLARY,FIRE ARM,WESTERN,Easterwood,-76.64875,39.30576,0.213,131
2014,6,Larceny,Other,SOUTHWESTERN,Edgewood,-76.67735,39.2966,0.1617,124
2014,7,AUTO THEFT,Other,WESTERN,Evergreen Lawn,-76.65495,39.29703,0.2402,61
2014,6,Larceny,Other,SOUTHERN,Fairfield Area,-76.59756,39.23487,0.4087,83
2014,5A,BURGLARY,Other,NORTHWESTREN,Forest Park,-76.6719,39.32417,0.219,132
2014,4A,AGG ASSAULT,Other,NORTHEASTERN,Four By Four,-76.57851,39.31649,0.279,85
2014,7,AUTO THEFT,HANDS,SOUTHWESTERN,Franklintown Road,-76.66501,39.29543,0.213,119
2014,6D,LARCENY FROM AUTO,KNIFE,NORTHWESTREN,Glen,-76.69699,39.35558,0.216,274
2014,6D,LARCENY FROM AUTO,HANDS,Northern,Glen Oaks,-76.59501,39.37009,0.21,188
2014,5A,BURGLARY,HANDS,Northern,Greenspring,-76.65869,39.33299,0.206,132
2014,5A,BURGLARY,HANDS,Northern,Guilford,-76.61503,39.3366,0.294,124
2014,5A,BURGLARY,KNIFE,NORTHEASTERN,Hamilton Hills,-76.56431,39.36952,0.22,595
2014,6,Larceny,Other,NORTHWESTREN,Howard Park,-76.69161,39.33204,0.268,279
2014,6,Larceny,Other,SOUTHEASTERN,Inner Harbor,-76.6134,39.28544,0.6208,605
2014,5A,BURGLARY,HANDS,SOUTHWESTERN,Irvington,-76.68255,39.28173,0.249,318
2014,4,COMMON ASSAULT,KNIFE,EASTERN,Johnston Square,-76.60591,39.30494,0.312,188
2014,6,Larceny,Other,SOUTHERN,Lakeland,-76.65077,39.25875,0.317,321
2014,5A,BURGLARY,HANDS,NORTHEASTERN,Lauraville,-76.57359,39.35168,0.255,192
2014,6,Larceny,Other,NORTHEASTERN,Loch Raven,-76.5773,39.35692,0.232,289
2014,6D,LARCENY FROM AUTO,HANDS,CENTRAL,Madison Park,-76.63206,39.30727,0.228,253
2014,4,COMMON ASSAULT,FIRE ARM,EASTERN,Madison-Eastend,-76.57811,39.29918,0.2775,180
2014,5A,BURGLARY,Other,NORTHEASTERN,Mayfield,-76.58079,39.3318,0.307,52
2014,5A,BURGLARY,other,SOUTHEASTERN,McElderry Park,-76.58073,39.29595,0.246,504
2014,5A,BURGLARY,Other,Northern,Medfield,-76.63961,39.34126,0.213,64
2014,6,Larceny,Other,SOUTHEASTERN,Medford,-76.547,39.27837,0.336,69
2014,5A,BURGLARY,HANDS,Northern,Mid-Govans,-76.60211,39.35649,0.319,94
2014,6,LARCENY  ,Other,CENTRAL,Mid-Town Belvedere,-76.61878,39.30214,0.313,408
2014,4A,AGG ASSAULT,KNIFE,SOUTHERN,Middle Branch/Reedbird Pa,-76.61498,39.25137,0.2411,65
2014,6,Larceny,Other,EASTERN,Middle East,-76.58988,39.30252,0.2774,148
2014,4A,AGG ASSAULT,KNIFE,WESTERN,Midtown-Edmondson,-76.64739,39.29581,0.208,173
2014,6,Larceny,Other,SOUTHEASTERN,Millhill,-76.65868,39.28007,0.358,272
2014,4,COMMON ASSAULT,HANDS,EASTERN,Milton-Montford,-76.58384,39.30021,0.29,140
2014,6,Larceny,Other,WESTERN,Mondawmin,-76.65821,39.318,0.452,608
2014,5A,BURGLARY,KNIFE,NORTHEASTERN,Montebello,-76.58557,39.33297,0.2644,30
2014,5A,BURGLARY,Other,NORTHEASTERN,Moravia-Walther,-76.5653,39.33952,0.285,38
2014,4,COMMON ASSAULT,FIRE ARM,NORTHEASTERN,Morgan State University,-76.58747,39.34001,0.302,23
2014,6,LARCENY ,Other,SOUTHEASTERN,Morrell Park,-76.65868,39.26444,0.257,363
2014,4,COMMON ASSAULT,Other,WESTERN,Mosher,-76.66336,39.29871,0.25,127
2014,6,Larceny,Other,SOUTHWESTERN,Mount Holly,-76.67613,39.3115,0.3217,131
2014,6D,LARCENY FROM AUTO,Other,CENTRAL,Mount Vernon,-76.6157,39.29963,0.291,456
2014,6D,LARCENY FROM AUTO,Other,Northern,Mount Washington,-76.66598,39.35771,0.278,110
2014,7,AUTO THEFT,HANDS,SOUTHERN,Mount Winans,-76.64346,39.26344,0.20933,43
2014,6,Larceny,Other,NORTHEASTERN,New Northwood,-76.59495,39.34767,0.228,238
2014,5A,BURGLARY,HANDS,SOUTHERN,New Southwest/Mount Clare,-76.64152,39.28517,0.259,225
2014,6,Larceny,HANDS,NORTHEASTERN,North Harford Road,-76.53802,39.35834,0.2436,231
2014,5A,BURGLARY,Other,Northern,North Roland Park/Poplar,-76.63961,39.36873,0.33,51
2014,5A,BURGLARY,KNIFE,SOUTHWESTERN,Northwest Community Actio,-76.66749,39.30757,0.223,109
2014,4,COMMON ASSAULT,HANDS,SOUTHEASTERN,O'Donnell Heights,-76.54254,39.27659,0.358,67
2014,5A,BURGLARY,KNIFE,Northern,Oakenshawe,-76.60949,39.33041,0.278,84
2014,6,Larceny,Other,Northern,Old Goucher,-76.61816,39.31544,0.375,153
2014,4,COMMON ASSAULT,HANDS,EASTERN,Oldtown,-76.605,39.29904,0.281,231
2014,4,COMMON ASSAULT,HANDS,EASTERN,Oliver,-76.59606,39.30989,0.232,368
2014,6,Larceny,Other,EASTERN,Orangeville,-76.56683,39.29942,0.2368,46
2014,6,Larceny,Other,EASTERN,Orangeville Industrial Ar,-76.57113,39.31375,0.457,40
2014,6,Larceny,Other,NORTHEASTERN,Orchard Ridge,-76.56233,39.30897,0.239,60
2014,5A,BURGLARY,KNIFE,NORTHEASTERN,Original Northwood,-76.59762,39.34337,0.379,56
2014,6D,LARCENY FROM AUTO,Other,SOUTHERN,Otterbein,-76.61469,39.28398,0.4611,101
2014,7,AUTO THEFT,Other,WESTERN,Panway/Braddish Avenue,-76.66544,39.3124,0.2742,83
2014,4A,AGG ASSAULT,FIRE ARM,NORTHWESTREN,Park Circle,-76.66035,39.32906,0.1622,233
2014,4,COMMON ASSAULT,FIRE ARM,Northern,Parklane,-76.65953,39.34178,0.254,102
2014,5A,BURGLARY,HANDS,NORTHEASTERN,Parkside,-76.56038,39.32371,0.175,112
2014,5A,BURGLARY,KNIFE,WESTERN,Parkview/Woodbrook,-76.64716,39.31544,0.1753,112
2014,6,Larceny,Other,SOUTHEASTERN,Patterson Park Neighborho,-76.57537,39.29223,0.187,518
2014,5A,BURGLARY,KNIFE,SOUTHEASTERN,Patterson Place,-76.584,39.29262,0.2137,133
2014,4,COMMON ASSAULT,FIRE ARM,Northern,Pen Lucy,-76.60744,39.33963,0.2519,143
2014,4,COMMON ASSAULT,Gun,WESTERN,Penn North,-76.63808,39.31095,0.2215,278
2014,4,COMMON ASSAULT,FIRE ARM,EASTERN,Penn-Fallsway,-76.6077,39.29788,0.3409,112
2014,4,COMMON ASSAULT,FIRE ARM,WESTERN,Penrose/Fayette Street Ou,-76.65433,39.28828,0.1879,336
2014,4,COMMON ASSAULT,Other,SOUTHEASTERN,Perkins Homes,-76.59819,39.28831,0.276,124
2014,6D,LARCENY FROM AUTO,Other,NORTHEASTERN,Perring Loch,-76.58286,39.35175,0.264,126
2014,6,Larceny,Other,NORTHWESTREN,Pimlico Good Neighbors,-76.67985,39.35378,0.3,70
2014,4,COMMON ASSAULT,FIRE ARM,WESTERN,Poppleton,-76.6326,39.28997,0.213,253
2014,6,Larceny,Other,SOUTHERN,Port Covington,-76.6088,39.25945,0.914,112
2014,6,Larceny,Other,SOUTHEASTERN,Pulaski Industrial Area,-76.5405,39.2854,0.576,273
2014,6D,LARCENY FROM AUTO,Other,NORTHEASTERN,Ramblewood,-76.59348,39.36619,0.244,79
2014,6,Larceny,Other,NORTHWESTREN,Reisterstown Station,-76.7,39.35256,0.474,289
2014,6,Larceny,Other,Northern,Remington,-76.62302,39.32307,0.2832,186
2014,4,COMMON ASSAULT,Gun,CENTRAL,Reservoir Hill,-76.63365,39.31367,0.206,414
2014,6D,LARCENY FROM AUTO,Other,SOUTHERN,Ridgely's Delight,-76.62377,39.28247,0.316,76
2014,6,LARCENY ,Other,SOUTHERN,Riverside,-76.60648,39.27036,0.2936,267
2014,6,Larceny,Other,SOUTHWESTERN,Rognel Heights,-76.68881,39.29661,0.226,144
2014,6A,LARCENY FROM AUTO,Other,Northern,Roland Park,-76.63554,39.34451,0.336,128
2014,5A,BURGLARY,HANDS,SOUTHWESTERN,Rosemont,-76.66678,39.30471,0.2096,191
2014,5A,BURGLARY,Other,NORTHEASTERN,Rosemont East,-76.53587,39.35433,0.2936,136
2014,6,Larceny,Other,WESTERN,Rosemont Homeowners/Tenan,-76.65739,39.29544,0.2236,131
2014,6,LARCENY ,Other,SOUTHWESTERN,Saint Agnes,-76.67573,39.27243,0.2736,29
2014,6,Larceny,Other,SOUTHEASTERN,Saint Helena,-76.53182,39.26147,0.2936,34
2014,5A,BURGLARY,Other,SOUTHWESTERN,Saint Josephs,-76.67313,39.28544,0.256,120
2014,6,Larceny,Other,SOUTHERN,Saint Paul,-76.64394,39.26667,0.6,8
2014,4,COMMON ASSAULT,FIRE ARM,WESTERN,Sandtown-Winchester,-76.64628,39.30551,0.2636,614
2014,6,Larceny,Other,NORTHWESTREN,Seton Business Park,-76.70776,39.34329,0.7076,61
2014,6D,LARCENY FROM AUTO,Other,CENTRAL,Seton Hill,-76.62217,39.29573,0.2736,149
2014,6D,LARCENY FROM AUTO,Other,SOUTHERN,Sharp-Leadenhall,-76.61974,39.27614,0.3136,80
2014,4,COMMON ASSAULT,FIRE ARM,SOUTHWESTERN,Shipley Hill,-76.65607,39.28664,0.1936,166
2014,6,LARCENY ,Other,SOUTHERN,South Baltimore,-76.61321,39.2723,0.2896,159
2014,4,COMMON ASSAULT,Gun,EASTERN,South Clifton Park,-76.59179,39.31263,0.3436,105
2014,6,Larceny,Other,SOUTHERN,Stadium Area,-76.6197,39.28523,0.5836,67
2014,6D,LARCENY FROM AUTO,FIRE ARM,NORTHEASTERN,Stonewood-Pentwood-Winsto,-76.58846,39.34808,0.2436,49
2014,5A,BURGLARY,KNIFE,SOUTHWESTERN,Ten Hills,-76.70255,39.29215,0.2836,57
2014,4,COMMON ASSAULT,FIRE ARM,NORTHWESTREN,Towanda-Grantley,-76.66421,39.3338,0.306,112
2014,5A,BURGLARY,Other,SOUTHWESTERN,Tremont,-76.69312,39.28284,0.2836,25
2014,6,LARCENY ,Other,Northern,Tuscany-Canterbury,-76.61807,39.33385,0.2446,38
2014,5A,BURGLARY,KNIFE,SOUTHERN,Union Square,-76.63974,39.28596,0.1836,155
2014,6,LARCENY ,Other,CENTRAL,University Of Maryland,-76.62384,39.29182,0.36,82
2014,6D,LARCENY FROM AUTO,Other,SOUTHWESTERN,Uplands,-76.69199,39.29015,0.22836,74
2014,5A,BURGLARY,HANDS,SOUTHEASTERN,Upper Fells Point,-76.58448,39.28784,0.2136,187
2014,6,Larceny,Other,CENTRAL,Upton,-76.6284,39.2988,0.236,496
2014,6,Larceny,Other,SOUTHWESTERN,Violetville,-76.67246,39.26155,0.2196,132
2014,4,COMMON ASSAULT,Gun,SOUTHWESTERN,Wakefield,-76.70194,39.30966,0.216,80
2014,7,AUTO THEFT,KNIFE,SOUTHWESTERN,Walbrook,-76.66952,39.30906,0.906,65
2014,5A,BURGLARY,KNIFE,NORTHEASTERN,Waltherson,-76.55565,39.34076,0.2836,301
2014,6,LARCENY ,Other,SOUTHEASTERN,Washington Hill,-76.59487,39.29156,0.346,292
2014,6,Larceny,Other,SOUTHERN,Washington Village/Pigtow,-76.63007,39.28188,0.2836,596
2014,5A,BURGLARY,HANDS,Northern,Waverly,-76.60364,39.33101,0.2536,185
2014,6D,LARCENY FROM AUTO,Other,NORTHWESTREN,West Arlington,-76.69322,39.33866,0.213,108
2014,5A,BURGLARY,HANDS,NORTHWESTREN,West Forest Park,-76.69285,39.32178,0.2336,107
2014,6,Larceny,Other,SOUTHWESTERN,West Hills,-76.69727,39.30131,0.263,72
2014,6,Larceny,Other,NORTHEASTERN,Westfield,-76.55474,39.3587,0.26,72
